Gene ID	Gene Name	ERR2707370	ERR2707361	ERR2707363	ERR2707367	ERR2707372	ERR2707365	ERR2707366	ERR2707368	ERR2707362	ERR2707369	ERR2707364	ERR2707371
ENSG00000249662	LINC02218	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249664		0	0	0	0	0	0	0	1	2	0	0	1
ENSG00000249667	LINC01259	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249668	KRT18P56	0	0	0	1	1	0	0	0	0	1	0	0
ENSG00000249669	CARMN	0	2	0	0	0	0	2	0	0	0	0	1
ENSG00000249673	NOP14-AS1	185	183	115	134	352	71	163	109	261	126	174	256
ENSG00000249675		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249678		0	0	0	0	0	1	1	0	0	1	1	0
ENSG00000249679		1	0	0	0	1	0	0	0	0	1	0	1
ENSG00000249680	TUBA3GP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249681	KRT19P3	1	1	2	2	2	0	2	0	5	0	4	0
ENSG00000249684		3	1	0	0	2	1	0	1	3	2	0	2
ENSG00000249685		3	8	2	2	7	0	3	1	6	1	3	2
ENSG00000249686		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249688		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249689		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249690		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249691		0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000249692		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249693	THEGL	1	0	0	0	2	1	0	0	0	0	0	1
ENSG00000249695		0	0	0	0	0	0	1	0	3	0	0	0
ENSG00000249697		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249698	MTCO3P9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249699	LINC02261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249700	SRD5A3-AS1	5	2	0	2	3	2	9	2	4	1	4	4
ENSG00000249706		0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000249708		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249709	ZNF564	3	3	3	0	2	0	2	4	5	1	2	4
ENSG00000249710		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249713		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249715	FER1L5	3	1	1	7	8	1	3	3	2	4	5	3
ENSG00000249717	PARM1-AS1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000249721		0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000249722		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249725		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249726	TUBB1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249727		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249729		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249730	OR10J4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249731		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249735		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249736	LINC02242	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249737		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249738		11	2	0	7	19	0	1	5	0	4	2	10
ENSG00000249740	OSMR-AS1	17	5	5	2	35	8	12	9	10	4	18	20
ENSG00000249741		8	0	3	7	23	1	0	9	4	12	1	19
ENSG00000249742		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249743		1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249744		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249745	HMGB1P28	0	1	0	0	1	0	0	0	1	0	0	0
ENSG00000249746		1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249747	LINC02374	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249748		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249751	ECSCR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249752		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249753		0	0	0	2	1	0	1	1	3	1	0	0
ENSG00000249754	NDUFB4P9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249755		2	0	0	0	4	0	0	1	3	0	1	3
ENSG00000249761		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249763		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249764		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249766		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249767	ENPP7P10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249768	HSPE1P10	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000249770	MTND6P17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249771		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249772		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249773		1	0	0	0	3	0	0	1	0	0	0	3
ENSG00000249774		0	0	0	1	0	0	0	0	1	2	0	0
ENSG00000249776		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249777	SAP18P1	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000249778	TRMT112P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249779		24	18	11	24	43	2	13	33	27	29	12	22
ENSG00000249780		15	2	0	7	26	0	0	13	3	11	4	30
ENSG00000249781	LINC02112	3	0	0	0	4	0	0	2	0	0	0	0
ENSG00000249782		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249784	SCARNA22	4	8	5	1	7	4	7	5	14	7	2	2
ENSG00000249785	LINC02103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249786	EAF1-AS1	1	1	0	0	4	0	1	0	1	0	1	0
ENSG00000249787		0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000249790		0	100	64	0	0	32	107	2	134	4	79	1
ENSG00000249791		0	1	1	1	1	0	5	0	0	0	0	1
ENSG00000249792		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249795		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249797	LINC02147	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000249798	HSD3BP3	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000249799	SNRPCP13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249803		0	1	0	0	0	0	7	0	0	0	0	0
ENSG00000249806		0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000249807		1	0	0	1	1	0	0	0	0	0	0	0
ENSG00000249808	LINC01377	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249811	USP17L21	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249815		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249816	LINC00964	0	10	3	0	0	3	1	0	8	0	2	0
ENSG00000249818		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249819		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249820		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000249825	THBS4-AS1	6	1	0	0	3	0	3	0	0	0	1	5
ENSG00000249828		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249829		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249830	LINC02162	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249831		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249833	CCDC37-DT	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249834	PGBD4P3	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000249835	VCAN-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249837		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249838	SUMO2P7	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000249839		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249840	GAPDHP76	0	0	1	1	3	1	0	0	1	0	0	0
ENSG00000249842		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249843		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249844	OR7E43P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249846	LINC02021	5	0	3	10	8	2	4	3	4	5	6	8
ENSG00000249847		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249848		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249849		0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000249850	KRT18P31	312	145	93	151	581	43	127	244	173	231	134	354
ENSG00000249851	RPS27AP18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249852		0	0	0	1	3	0	0	0	0	1	0	0
ENSG00000249853	HS3ST5	1	0	0	0	4	0	0	0	1	1	0	1
ENSG00000249854	CDH18-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249855	EEF1A1P19	39	42	26	49	88	9	22	39	54	37	21	51
ENSG00000249856		0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000249857		0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000249858	SNX5P1	0	0	0	0	0	0	0	2	1	0	0	1
ENSG00000249859	PVT1	226	172	121	193	391	38	109	157	218	209	93	277
ENSG00000249860	MTRNR2L5	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000249861	LGALS16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249863		6	8	2	2	6	5	6	2	13	3	10	5
ENSG00000249865		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249866	OR7E83P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249867	LINC02742	3	12	6	0	0	1	6	3	7	5	1	0
ENSG00000249868		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249869		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249870		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249873	LINC02372	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249875		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249876		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249877		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249878		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249881		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249882	LINC02501	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249883		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249884	RNF103-CHMP3	1	0	0	0	4	0	1	0	0	0	0	2
ENSG00000249885	ARHGEF38-IT1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000249887		1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000249888		0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000249889	ALG1L11P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249890		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249891	KRT19P6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249892		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249893	MTND6P16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249894		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249896	LINC02495	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249898	MCPH1-AS1	6	2	1	7	23	4	9	1	4	3	10	7
ENSG00000249899		3	0	1	3	1	0	0	2	1	2	1	0
ENSG00000249901		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249904		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249906		8	0	1	7	9	2	0	4	2	1	0	4
ENSG00000249908	BRD9P2	1	0	1	0	1	0	0	1	0	0	0	0
ENSG00000249909	CYCTP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249910	TRIM51CP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249912	TRBV26	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249915	PDCD6	1952	2770	1918	1308	3696	879	1746	1526	3514	1932	1925	2416
ENSG00000249916		1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249917	LINC00536	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000249919	FABP5P6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249920	HNRNPA1P55	1	2	0	0	1	0	0	0	3	2	0	0
ENSG00000249921		1	0	0	1	2	0	0	0	0	1	0	0
ENSG00000249923	LINC02891	1	14	9	0	1	12	9	0	28	0	22	0
ENSG00000249924		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249926		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249927		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249928	UQCRBP3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249930		0	1	0	0	0	1	0	1	3	0	1	0
ENSG00000249931	GOLGA8K	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000249934	NCOA4P2	0	2	0	0	0	0	0	1	0	0	1	1
ENSG00000249936	RAC1P2	22	33	9	13	29	7	17	14	38	14	16	13
ENSG00000249937	LINC02223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249941		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249942		2	2	0	0	0	0	0	0	1	0	6	1
ENSG00000249943		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249944		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249945		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249947	XBP1P1	0	0	0	1	2	0	6	0	3	0	0	3
ENSG00000249948	GBA3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249950		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249951		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249955		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249956	UGT2B24P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249958	CCT7P2	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000249959		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000249960		0	4	3	3	1	0	1	0	6	1	1	2
ENSG00000249961	TERB1	0	0	1	2	0	0	0	0	0	0	1	0
ENSG00000249962		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249963	EEF1A1P20	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249965	CDC42P4	1	0	0	0	2	0	0	0	0	0	0	2
ENSG00000249966		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249967		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249970		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249971		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249973	CHCHD2P7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249975	OR5H3P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249976		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249977		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249978	TRGV7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249981		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249982		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249984		0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000249985		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249986	YWHAQP6	79	29	22	53	133	3	13	56	51	104	14	88
ENSG00000249987	RPS4XP20	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000249988		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249990	MTCO2P24	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249992	TMEM158	108	146	122	109	216	42	83	47	210	48	113	131
ENSG00000249993	BFSP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249994		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249995	ECM1P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249996	PPIC-AS1	2	0	1	2	7	0	0	4	3	3	2	5
ENSG00000249997	MTCO3P7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249998		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250001		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250003		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250006		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250007		0	0	1	0	0	0	0	0	0	0	0	2
ENSG00000250011	HMGB1P3	0	0	0	1	2	1	0	0	0	0	0	0
ENSG00000250012		4	0	1	1	13	2	3	5	4	1	0	6
ENSG00000250013	ZP3P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250015		0	0	0	0	0	1	2	0	0	0	2	0
ENSG00000250016	SNX18P23	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000250017		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250020		2	0	0	3	0	0	0	1	0	0	0	0
ENSG00000250021	ARPIN-AP3S2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250024		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250025		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250026	TMPRSS11BNL	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000250027		0	3	1	2	2	0	0	2	1	3	0	5
ENSG00000250030		0	0	0	1	1	0	0	0	0	1	0	0
ENSG00000250031		2	1	0	0	2	2	0	2	2	0	3	2
ENSG00000250032		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250033	SLC7A11-AS1	32	9	4	45	39	3	1	10	11	25	7	31
ENSG00000250034		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250036	IGKV1D-37	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250037		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000250038		0	0	1	1	2	0	1	0	1	0	3	0
ENSG00000250039		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000250040	RAF1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250041		2	75	39	8	6	10	20	6	88	16	38	7
ENSG00000250042	LINC02514	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250043		0	0	0	0	0	0	2	0	0	0	2	0
ENSG00000250045	CBX3P3	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000250046		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250048	LINC00603	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250049		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250050	MTND4P9	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000250053	RARRES2P4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250056	LINC01018	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000250057		0	0	0	0	2	0	0	0	1	0	0	0
ENSG00000250060		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250062	MAPK10-AS1	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000250064		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250066		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250067	YJEFN3	59	30	16	35	92	17	47	19	26	14	42	71
ENSG00000250068		0	0	0	0	0	0	2	0	0	0	0	1
ENSG00000250069		1	0	0	1	2	2	0	1	0	0	1	1
ENSG00000250071		3	0	0	1	2	0	0	1	0	0	2	1
ENSG00000250072	SH3TC2-DT	3	11	9	0	1	6	19	4	14	5	16	0
ENSG00000250073		3	9	8	2	12	8	15	4	10	9	15	8
ENSG00000250074		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250075		0	1	1	0	1	0	0	0	2	0	4	1
ENSG00000250076	MAPRE1P2	5	0	1	1	1	0	0	2	5	0	5	0
ENSG00000250078		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250079		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250080		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250081		2	3	0	2	1	3	3	0	4	2	3	1
ENSG00000250082		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250084		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250088		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250090		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000250091	DNAH10OS	3	1	0	0	4	0	0	0	0	0	0	0
ENSG00000250092		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250095	NREP-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250098		0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000250099		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250100		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250101		2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000250102	LINC02377	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250103	PANCR	0	1	0	0	2	0	0	0	0	0	1	0
ENSG00000250105		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250106	ANKRD33B-AS1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000250107	CACNA1G-AS1	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000250111		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250114		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250115	AK3P2	4	6	4	3	3	3	8	1	5	4	4	1
ENSG00000250116	RHOQ-AS1	1	0	1	0	6	0	1	5	1	4	1	4
ENSG00000250118		4	3	0	3	5	0	1	3	5	1	0	4
ENSG00000250120	PCDHA10	3	1	2	0	7	0	0	1	1	1	1	4
ENSG00000250122		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250124		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250125	LINC02232	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000250126		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250127	LINC02108	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000250129		0	1	1	0	0	1	1	0	5	0	1	0
ENSG00000250130	GAPDHP43	8	0	0	7	19	1	2	9	0	1	3	10
ENSG00000250131		5	1	4	0	8	1	3	2	3	2	6	7
ENSG00000250132		18	13	11	9	36	12	19	8	21	14	14	22
ENSG00000250133	HOXC-AS2	28	25	14	11	45	11	44	11	34	22	15	31
ENSG00000250135		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250137		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250138		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250140		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250141	LINC02276	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250144		6	3	8	5	16	1	2	7	10	5	8	7
ENSG00000250145		1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250147	MORF4L2P1	1	0	0	0	0	0	2	0	0	0	0	0
ENSG00000250148	KRT8P31	0	2	2	0	4	3	0	1	0	0	1	0
ENSG00000250149		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250150		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250151	ARPC4-TTLL3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250155		5	3	1	2	8	4	6	0	5	1	9	15
ENSG00000250156	LINC02060	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250158		0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000250159		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000250161	TRMT112P5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250162	CSNK1A1P3	20	12	8	10	25	3	8	9	19	12	7	11
ENSG00000250164		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250166		0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000250167		0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000250169	MTND5P13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250170	RASA2-IT1	0	0	0	1	0	1	1	0	0	1	0	1
ENSG00000250173		0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000250174	MYLK-AS2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250180		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250182	EEF1A1P13	30	27	19	24	78	4	17	23	32	46	22	38
ENSG00000250183		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250185	RCC2P8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250186		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250189		0	0	0	0	0	2	0	0	0	0	4	0
ENSG00000250190	LINC02364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250191		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250192		0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000250193		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250194		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250195		0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000250197	HMGN1P15	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000250198	LINC02199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250200		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250202		2	2	2	0	2	0	1	5	3	2	1	4
ENSG00000250204	TTTY23B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250205	YWHAEP4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250207		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250208	FZD10-AS1	0	0	1	4	3	0	0	1	0	3	0	1
ENSG00000250210		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250213		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250214		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250215	CIR1P2	16	8	3	5	9	1	2	10	3	9	4	11
ENSG00000250218	ALDH1L1-AS1	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000250219	LTV1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250220		1	4	1	3	8	0	2	7	0	1	0	5
ENSG00000250221	KRT8P32	2	4	2	1	9	1	0	1	1	1	1	3
ENSG00000250222		9	0	1	7	31	1	2	12	2	12	0	14
ENSG00000250223	LINC01216	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250227	TRIM60P14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250229		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250230		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250231	USP17L16P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250234		0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000250237		0	0	1	0	1	1	0	0	0	0	0	2
ENSG00000250238		0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000250240		0	2	1	0	1	3	0	0	0	0	1	1
ENSG00000250241		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250242		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250243		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250244		0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000250247	SEPHS2P1	0	0	1	0	0	2	0	0	2	0	1	1
ENSG00000250249		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250250	CTD-2350J17.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250251	PKD1P6	22	52	17	54	45	11	15	30	60	26	25	46
ENSG00000250252	LINC02430	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250253		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250254	PTTG2	1	1	0	0	0	0	0	1	0	0	1	0
ENSG00000250256		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250257	LDHAL6DP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250258		0	0	0	0	5	0	0	0	0	0	0	2
